111	0	0	40.699997	-19.583710	-1295.501152	0	0
110	0	1	40.699997	-19.083710	-1295.501152	0	0
109	0	2	40.699997	-18.583710	-1295.501152	0	0
108	0	3	40.699997	-18.083710	-1295.501152	0	0
107	0	4	40.699997	-17.583710	-1295.501152	0	0
106	0	5	40.699997	-17.083710	-1295.501152	0	0
105	0	6	40.699997	-16.583710	-1295.501152	0	0
104	0	7	40.699997	-16.083710	-1295.501152	0	0
103	0	8	40.699997	-15.583710	-1295.501152	0	0
102	0	9	40.699997	-15.083710	-1295.501152	0	0
101	0	10	40.699997	-14.583710	-1295.501152	0	0
100	0	11	40.699997	-14.083710	-1295.501152	0	0
99	0	12	40.699997	-13.583710	-1295.501152	0	0
98	0	13	40.699997	-13.083710	-1295.501152	0	0
97	0	14	40.699997	-12.583710	-1295.501152	0	0
96	0	15	40.699997	-12.083710	-1295.501152	0	0
127	0	16	40.699997	-11.583710	-1295.501152	0	0
126	0	17	40.699997	-11.083710	-1295.501152	0	0
125	0	18	40.699997	-10.583710	-1295.501152	0	0
124	0	19	40.699997	-10.083710	-1295.501152	0	0
123	0	20	40.699997	-9.583710	-1295.501152	0	0
122	0	21	40.699997	-9.083710	-1295.501152	0	0
121	0	22	40.699997	-8.583710	-1295.501152	0	0
120	0	23	40.699997	-8.083710	-1295.501152	0	0
119	0	24	40.699997	-7.583710	-1295.501152	0	0
118	0	25	40.699997	-7.083710	-1295.501152	0	0
117	0	26	40.699997	-6.583710	-1295.501152	0	0
116	0	27	40.699997	-6.083710	-1295.501152	0	0
115	0	28	40.699997	-5.583710	-1295.501152	0	0
114	0	29	40.699997	-5.083710	-1295.501152	0	0
113	0	30	40.699997	-4.583710	-1295.501152	0	0
112	0	31	40.699997	-4.083710	-1295.501152	0	0
95	0	32	40.699997	-3.583710	-1295.501152	0	0
94	0	33	40.699997	-3.083710	-1295.501152	0	0
93	0	34	40.699997	-2.583710	-1295.501152	0	0
92	0	35	40.699997	-2.083710	-1295.501152	0	0
91	0	36	40.699997	-1.583710	-1295.501152	0	0
90	0	37	40.699997	-1.083710	-1295.501152	0	0
89	0	38	40.699997	-0.583710	-1295.501152	0	0
88	0	39	40.699997	-0.083710	-1295.501152	0	0
20343	0	40	40.699997	0.416290	-1295.501152	0	0
20342	0	41	40.699997	0.916290	-1295.501152	0	0
20341	0	42	40.699997	1.416290	-1295.501152	0	0
20340	0	43	40.699997	1.916290	-1295.501152	0	0
20339	0	44	40.699997	2.416290	-1295.501152	0	0
20338	0	45	40.699997	2.916290	-1295.501152	0	0
20337	0	46	40.699997	3.416290	-1295.501152	0	0
20336	0	47	40.699997	3.916290	-1295.501152	0	0
20319	0	48	40.699997	4.416290	-1295.501152	0	0
20318	0	49	40.699997	4.916290	-1295.501152	0	0
20317	0	50	40.699997	5.416290	-1295.501152	0	0
20316	0	51	40.699997	5.916290	-1295.501152	0	0
20315	0	52	40.699997	6.416290	-1295.501152	0	0
20314	0	53	40.699997	6.916290	-1295.501152	0	0
20313	0	54	40.699997	7.416290	-1295.501152	0	0
20312	0	55	40.699997	7.916290	-1295.501152	0	0
20311	0	56	40.699997	8.416290	-1295.501152	0	0
20310	0	57	40.699997	8.916290	-1295.501152	0	0
20309	0	58	40.699997	9.416290	-1295.501152	0	0
20308	0	59	40.699997	9.916290	-1295.501152	0	0
20307	0	60	40.699997	10.416290	-1295.501152	0	0
20306	0	61	40.699997	10.916290	-1295.501152	0	0
20305	0	62	40.699997	11.416290	-1295.501152	0	0
20304	0	63	40.699997	11.916290	-1295.501152	0	0
20303	0	64	40.699997	12.416290	-1295.501152	0	0
